"english","target","hint","explanation","level"
"Lena invents a new excuse for every delay.","Lena denkt sich für jede Verspätung eine neue Ausrede aus.","sich etwas ausdenken: dative reflexive.","Mondatváza:
`Pozíció 1 + ragozott igető (V2) + középmező + elváló igekötő`

Szórend – miért így:
Semleges főmondati kezdés: az alany áll az első helyen, a ragozott ige („az állítmány”) pedig a második mondatrészben. Az elváló igénél a ragozott igető V2-ben áll, az igekötő pedig a főmondat végére kerül; a tárgyak és határozók közéjük kerülnek.

A középmező logikája:
A középmezőben a már ismert/rövid elemek többnyire előrébb, a hosszabb vagy új információt hordozó elemek később állnak; a legszorosabban az igéhez tartozó elem gyakran közvetlenül a mondatzáró ige előtt jelenik meg.

Szavak és vonzatok:
A „für” mindig Akkusativot vonz.

Gyors igeelemzés:
A mondat ragozott igéjét a tagmondati szerkezet alapján kell azonosítani; főmondatban V2, alárendelt tagmondatban rendszerint mondatvégi helyzetű.","B1"
"He tries to look friendly despite being tired.","Er versucht, trotz der Müdigkeit freundlich auszusehen.","zu goes between prefix and stem.","Mondatváza:
`Pozíció 1 + ragozott igető (V2) + középmező + elváló igekötő`

Szórend – miért így:
Semleges főmondati kezdés: az alany áll az első helyen, a ragozott ige („az állítmány”) pedig a második mondatrészben. Az elváló ige itt infinitív vagy zu-infinitív alakban áll, ezért nem válik ketté; a teljes igei alak a mondat végén marad.

A középmező logikája:
A középmezőben a már ismert/rövid elemek többnyire előrébb, a hosszabb vagy új információt hordozó elemek később állnak; a legszorosabban az igéhez tartozó elem gyakran közvetlenül a mondatzáró ige előtt jelenik meg.

Szavak és vonzatok:
Elváló igénél zu-infinitívben a „zu” az igekötő és az igető közé kerül: aus-zusehen.

Gyors igeelemzés:
A mondat ragozott igéjét a tagmondati szerkezet alapján kell azonosítani; főmondatban V2, alárendelt tagmondatban rendszerint mondatvégi helyzetű.","B1"
"It is never too late to start again.","Es ist nie zu spät, noch einmal neu anzufangen.","zu goes between prefix and stem.","Mondatváza:
`Pozíció 1 + ist (V2) + középmező + elváló igekötő`

Szórend – miért így:
Semleges főmondati kezdés: az alany áll az első helyen, a ragozott ige („ist”) pedig a második mondatrészben. Az elváló ige itt infinitív vagy zu-infinitív alakban áll, ezért nem válik ketté; a teljes igei alak a mondat végén marad.

A középmező logikája:
A középmezőben a már ismert/rövid elemek többnyire előrébb, a hosszabb vagy új információt hordozó elemek később állnak; a legszorosabban az igéhez tartozó elem gyakran közvetlenül a mondatzáró ige előtt jelenik meg.

Szavak és vonzatok:
Az „anfangen” elváló ige; zu-infinitívben: an-zufangen.

Gyors igeelemzés:
Ragozott ige: „ist” (sein); hozzávetőleges helye: 2. mondatrész/szó. A teljes mondat jelentéshordozó lezárását a mondat végi igei elem vagy igekötő adja, ha van ilyen.","B1"
"I am taking the bus because my bicycle is broken.","Ich nehme den Bus, weil mein Fahrrad kaputt ist.","weil sends the conjugated verb to the end.","Mondatváza:
`Pozíció 1 + ist (V2) + középmező; mellékmondatban az ige a végére kerül`

Szórend – miért így:
Semleges főmondati kezdés: az alany áll az első helyen, a ragozott ige („ist”) pedig a második mondatrészben. A kötőszóval vagy kérdőszóval bevezetett mellékmondatban a ragozott ige a tagmondat végére kerül. Ha a mellékmondat áll elöl, az egész mellékmondat tölti ki a főmondat első helyét, ezért utána rögtön a főmondati ige következik.

A középmező logikája:
A középmezőben a már ismert/rövid elemek többnyire előrébb, a hosszabb vagy új információt hordozó elemek később állnak; a legszorosabban az igéhez tartozó elem gyakran közvetlenül a mondatzáró ige előtt jelenik meg.

Szavak és vonzatok:
A mondatban nincs különleges esetvonzat a fő szerkezeti szabályon túl; a névelők és melléknévi végződések az adott főnév neméhez, számához és esetéhez igazodnak.

Gyors igeelemzés:
Ragozott ige: „ist” (sein); hozzávetőleges helye: 9. mondatrész/szó. A teljes mondat jelentéshordozó lezárását a mondat végi igei elem vagy igekötő adja, ha van ilyen.","A2"
"I am taking the bus, for my bicycle is broken.","Ich nehme den Bus, denn mein Fahrrad ist kaputt.","denn keeps normal verb-second order.","Mondatváza:
`Pozíció 1 + ist (V2) + középmező; mellékmondatban az ige a végére kerül`

Szórend – miért így:
Semleges főmondati kezdés: az alany áll az első helyen, a ragozott ige („ist”) pedig a második mondatrészben.

A középmező logikája:
A középmezőben a már ismert/rövid elemek többnyire előrébb, a hosszabb vagy új információt hordozó elemek később állnak; a legszorosabban az igéhez tartozó elem gyakran közvetlenül a mondatzáró ige előtt jelenik meg.

Szavak és vonzatok:
A mondatban nincs különleges esetvonzat a fő szerkezeti szabályon túl; a névelők és melléknévi végződések az adott főnév neméhez, számához és esetéhez igazodnak.

Gyors igeelemzés:
Ragozott ige: „ist” (sein); hozzávetőleges helye: 8. mondatrész/szó. A teljes mondat jelentéshordozó lezárását a mondat végi igei elem vagy igekötő adja, ha van ilyen.","A2"
"When I opened the door, a cat was sitting outside.","Als ich die Tür öffnete, saß eine Katze davor.","als: one completed event in the past.","Mondatváza:
`Bevezető mellékmondat (ige a végén) + főmondat (ragozott ige az első helyen álló mellékmondat után közvetlenül)`

Szórend – miért így:
Semleges főmondati kezdés: az alany áll az első helyen, a ragozott ige („az állítmány”) pedig a második mondatrészben.

A középmező logikája:
A középmezőben a már ismert/rövid elemek többnyire előrébb, a hosszabb vagy új információt hordozó elemek később állnak; a legszorosabban az igéhez tartozó elem gyakran közvetlenül a mondatzáró ige előtt jelenik meg.

Szavak és vonzatok:
A mondatban nincs különleges esetvonzat a fő szerkezeti szabályon túl; a névelők és melléknévi végződések az adott főnév neméhez, számához és esetéhez igazodnak.

Gyors igeelemzés:
A mondat ragozott igéjét a tagmondati szerkezet alapján kell azonosítani; főmondatban V2, alárendelt tagmondatban rendszerint mondatvégi helyzetű.","A2"
"If it rains tomorrow, we will stay at home.","Wenn es morgen regnet, bleiben wir zu Hause.","wenn: condition; subordinate verb goes last.","Mondatváza:
`Bevezető mellékmondat (ige a végén) + főmondat (ragozott ige az első helyen álló mellékmondat után közvetlenül)`

Szórend – miért így:
Semleges főmondati kezdés: az alany áll az első helyen, a ragozott ige („az állítmány”) pedig a második mondatrészben.

A középmező logikája:
Az időhatározó általában elöl vagy a középmező elején áll, mert keretet ad az eseménynek. A hely- vagy irányhatározó rendszerint a tárgyak/idő után, de a mondatzáró igei rész előtt helyezkedik el.

Szavak és vonzatok:
A mondatban nincs különleges esetvonzat a fő szerkezeti szabályon túl; a névelők és melléknévi végződések az adott főnév neméhez, számához és esetéhez igazodnak.

Gyors igeelemzés:
A mondat ragozott igéjét a tagmondati szerkezet alapján kell azonosítani; főmondatban V2, alárendelt tagmondatban rendszerint mondatvégi helyzetű.","A2"
"Although I was tired, I stayed until the end.","Obwohl ich müde war, blieb ich bis zum Ende.","obwohl sends the verb to the end.","Mondatváza:
`Bevezető mellékmondat (ige a végén) + főmondat (ragozott ige az első helyen álló mellékmondat után közvetlenül)`

Szórend – miért így:
Semleges főmondati kezdés: az alany áll az első helyen, a ragozott ige („war”) pedig a második mondatrészben. A kötőszóval vagy kérdőszóval bevezetett mellékmondatban a ragozott ige a tagmondat végére kerül. Ha a mellékmondat áll elöl, az egész mellékmondat tölti ki a főmondat első helyét, ezért utána rögtön a főmondati ige következik.

A középmező logikája:
A középmezőben a már ismert/rövid elemek többnyire előrébb, a hosszabb vagy új információt hordozó elemek később állnak; a legszorosabban az igéhez tartozó elem gyakran közvetlenül a mondatzáró ige előtt jelenik meg.

Szavak és vonzatok:
A mondatban nincs különleges esetvonzat a fő szerkezeti szabályon túl; a névelők és melléknévi végződések az adott főnév neméhez, számához és esetéhez igazodnak.

Gyors igeelemzés:
Ragozott ige: „war” (sein); hozzávetőleges helye: 4. mondatrész/szó. A teljes mondat jelentéshordozó lezárását a mondat végi igei elem vagy igekötő adja, ha van ilyen.","B1"
"Because he is tired.","Weil, er ist müde.","Spoken weil may keep verb-second order.","Mondatváza:
`Pozíció 1 + ist (V2) + középmező; mellékmondatban az ige a végére kerül`

Szórend – miért így:
Semleges főmondati kezdés: az alany áll az első helyen, a ragozott ige („ist”) pedig a második mondatrészben. A mondat beszélt nyelvi; a szórend alapvetően szabályos, de rövidülés, összevonás vagy idiomatikus fordulat teszi természetessé.

A középmező logikája:
A középmezőben a már ismert/rövid elemek többnyire előrébb, a hosszabb vagy új információt hordozó elemek később állnak; a legszorosabban az igéhez tartozó elem gyakran közvetlenül a mondatzáró ige előtt jelenik meg.

Szavak és vonzatok:
A mondatban nincs különleges esetvonzat a fő szerkezeti szabályon túl; a névelők és melléknévi végződések az adott főnév neméhez, számához és esetéhez igazodnak.

Gyors igeelemzés:
Ragozott ige: „ist” (sein); hozzávetőleges helye: 3. mondatrész/szó. A teljes mondat jelentéshordozó lezárását a mondat végi igei elem vagy igekötő adja, ha van ilyen.","B1"
"He goes to bed early because he is tired.","Er geht früh ins Bett, weil er müde ist.","Standard weil: conjugated verb goes last.","Mondatváza:
`Pozíció 1 + ist (V2) + középmező; mellékmondatban az ige a végére kerül`

Szórend – miért így:
Semleges főmondati kezdés: az alany áll az első helyen, a ragozott ige („ist”) pedig a második mondatrészben. A kötőszóval vagy kérdőszóval bevezetett mellékmondatban a ragozott ige a tagmondat végére kerül. Ha a mellékmondat áll elöl, az egész mellékmondat tölti ki a főmondat első helyét, ezért utána rögtön a főmondati ige következik.

A középmező logikája:
A középmezőben a már ismert/rövid elemek többnyire előrébb, a hosszabb vagy új információt hordozó elemek később állnak; a legszorosabban az igéhez tartozó elem gyakran közvetlenül a mondatzáró ige előtt jelenik meg.

Szavak és vonzatok:
A mondatban nincs különleges esetvonzat a fő szerkezeti szabályon túl; a névelők és melléknévi végződések az adott főnév neméhez, számához és esetéhez igazodnak.

Gyors igeelemzés:
Ragozott ige: „ist” (sein); hozzávetőleges helye: 9. mondatrész/szó. A teljes mondat jelentéshordozó lezárását a mondat végi igei elem vagy igekötő adja, ha van ilyen.","A2"
"I feel dizzy when I stand up too quickly.","Mir ist schwindlig, wenn ich zu schnell aufstehe.","Dative feeling phrase: mir ist ...","Mondatváza:
`Pozíció 1 + ist (V2) + középmező; mellékmondatban az ige a végére kerül`

Szórend – miért így:
Semleges főmondati kezdés: az alany áll az első helyen, a ragozott ige („ist”) pedig a második mondatrészben. A kötőszóval vagy kérdőszóval bevezetett mellékmondatban a ragozott ige a tagmondat végére kerül. Ha a mellékmondat áll elöl, az egész mellékmondat tölti ki a főmondat első helyét, ezért utána rögtön a főmondati ige következik.

A középmező logikája:
A középmezőben a már ismert/rövid elemek többnyire előrébb, a hosszabb vagy új információt hordozó elemek később állnak; a legszorosabban az igéhez tartozó elem gyakran közvetlenül a mondatzáró ige előtt jelenik meg.

Szavak és vonzatok:
Németben testi/lelki állapotnál gyakori a Dativ: szó szerint „nekem szédülős”.

Gyors igeelemzés:
Ragozott ige: „ist” (sein); hozzávetőleges helye: 2. mondatrész/szó. A teljes mondat jelentéshordozó lezárását a mondat végi igei elem vagy igekötő adja, ha van ilyen.","B1"
